Feature Scenario,Testcase Title,TestcaseId,Testcase Precondition,Testcase steps,Expected Result
,Validate Design Mode of   Design Mode of  Register OpenSDS workflow,NBP_VMWARE_VRO_16,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow DataManagement/Configuration/Register OpenSDS
4. right click and select edit","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
,Validate Design Mode of   UnRegister OpenSDS workflow,NBP_VMWARE_VRO_17,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow DataManagement/Configuration/UnRegister OpenSDS
4. right click and select edit
","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
,Validate Design Mode of   CreateVolume workflow,NBP_VMWARE_VRO_18,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Create Volume
4. right click and select edit
","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
,Validate Design Mode of   DeleteVolume workflow,NBP_VMWARE_VRO_19,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Delete Volume 
4. right click and select edit
","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
,Validate Design Mode of   Expand Volume workflow,NBP_VMWARE_VRO_20,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Expand Volume 
4. right click and select edit","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
,Validate Design Mode of   Attach Volume workflow,NBP_VMWARE_VRO_21,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow DataManagement/SAN Management/Attach Volume To host
4. right click and select edit","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
,Validate Design Mode of   Create datstore workflow,NBP_VMWARE_VRO_22,,"1. Launch vRealize Orchestrator Client
2. Switch to Design Mode 
3. Select  work flow OpenSDS DataManagement/vSpshere Integration/Create Datastore 
4. right click and select edit","1. VRO Client Launched 
2.Switched to Design mode 
3.work flow is visible
4.Able to Edit workflow componets
"
Run Workflows,Run Register OpenSDS workflow with all Valid Parameters,NBP_VMWARE_VRO_23,"1.OpenSDS VRO plugin installed.
2. VRO client is installed","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  work flow OpenSDS DataManagement/vSpshere Integration/Create Datastore 
4. right click and select Run 
5. Provide input Parameters and click submit
6. Check logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Running status is on , and completed successfully
6.No error in logs
"
,Run UnRegister OpenSDS workflow with all Valid Parameters,NBP_VMWARE_VRO_24,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered",,
,Run CreateVolume workflow with all Valid Parameters,NBP_VMWARE_VRO_25,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Create Volume
4. right click and select Run 
5. Provide input Parameters and click submit
6. Check logs
7. Verify volume created in OpenSDS
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Running status is on , and completed successfully
6.No error in logs
7.newly created volume is present 
9. No error in openSDS logs"
,Run DeleteVolume workflow with all Valid Parameters,NBP_VMWARE_VRO_26,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Create Volume
4. right click and select Run 
5. Provide input Parameters and click submit
6. Check logs
7. Verify volume is deleted  in OpenSDS by running osdsctl volume list
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Running status is on , and completed successfully
6.No error in logs
7.deleted volume is not available in OpenSDS
9. No error in openSDS logs"
,Run Expand Volume workflow with all Valid Parameters,NBP_VMWARE_VRO_27,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Expand  volume
4. right click and select Run 
5. Provide input Parameters and click submit
6. Check logs
7. Verify volume is expanded  in OpenSDS by running osdsctl volume show <volid>
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Running status is on , and completed successfully
6.No error in logs
7.volume is with expanded size is availble 
9. No error in openSDS logs"
,Run Attach Volume workflow with all Valid Parameters,NBP_VMWARE_VRO_28,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Create and Attach Volume 
4. right click and select Run 
5. Provide input Parameters and click submit
6. Check logs
7. Verify volume is crated and attached   in OpenSDS by running osdsctl volume list ans osds volume attachment list
8. verify OpenSDS logs
9. Login to Vpshere web client and rescan adapter
10 . Verify newly created disk  is presnt in ESX host, ","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Running status is on , and completed successfully
6.No error in logs
7.volume and attachment is available in OpenSDS 
8. No error in openSDS logs
9.new disk is visoble in vsphere web client.
10. New data store is present and deatils are shown"
,Run Create datstore workflow with all Valid Parameters,NBP_VMWARE_VRO_29,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  work flow OpenSDS DataManagement/SAN Management/Create Volume
4. right click and select Run 
5. Provide input Parameters and click submit
6. Check logs
7. Verify volume is deleted  in OpenSDS by running osdsctl volume list
8. verify OpenSDS logs
9. Login to Vpshere web client 
10 . Verify Dnewly created data store is presnt in ESX host, Menu-> host and clusters , switch to datastores tab","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Running status is on , and completed successfully
6.No error in logs
7.deleted volume is not available in OpenSDS
8. No error in openSDS logs
9.Logged in to Webclient
10. New data store is present and deatils are shown"
,Run Register OpenSDS workflow with invalid Parameters,NBP_VMWARE_VRO_30,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Run UnRegister OpenSDS workflow with invalid Parameters,NBP_VMWARE_VRO_31,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Run CreateVolume workflow with invalid Parameters,NBP_VMWARE_VRO_32,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Run DeleteVolume workflow with invalid Parameters,NBP_VMWARE_VRO_33,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Run Expand Volume workflow with invalid Parameters,NBP_VMWARE_VRO_34,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Run Attach Volume workflow with invalid Parameters,NBP_VMWARE_VRO_35,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Run Create datstore workflow with invalid Parameters,NBP_VMWARE_VRO_36,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Create VM on OpenSDS attached Datastore,NBP_VMWARE_VRO_37,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select workflow 
5. give any invalid value for input parameters , and seletc run.
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Run workflow option is available
6.error message in  logs
7.workflow triggered operation is not complted in opensds
8. error/info messages in openSDS logs"
,Re run workflow with cached workflow: Register OpenSDS workflow with valid Parameters,NBP_VMWARE_VRO_38,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
,Re run workflow with cached workflow: UnRegister OpenSDS workflow with valid Parameters,NBP_VMWARE_VRO_39,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
,Re run workflow with cached workflow: CreateVolume workflow with valid Parameters,NBP_VMWARE_VRO_40,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
,Re run workflow with cached workflow: DeleteVolume workflow with valid Parameters,NBP_VMWARE_VRO_41,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
,Re run workflow with cached workflow: Expand Volume workflow with valid Parameters,NBP_VMWARE_VRO_42,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
,Re run workflow with cached workflow: Attach Volume workflow with valid Parameters,NBP_VMWARE_VRO_43,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
,Re run workflow with cached workflow: Create datstore workflow with valid Parameters,NBP_VMWARE_VRO_44,"1.OpenSDS VRO plugin installed.
2. VRO client is installed
3. OpenSDS platform is registered","1. Launch vRealize Orchestrator Client
2. Switch to Run  Mode 
3. Select  the work flow
4. select already run workflow result from drop down, right click  and select run again
5. modify input Parameters if required
6. Check logs
7. Verify operation status in opensds .
8. verify OpenSDS logs","1. VRO Client Launched 
2.Switched to Run mode 
3.work flow is visible
4.Start workflow page is open
5.Rerun workflow option is available
6.No error in logs
7.workflow triggered operation is complted in opensds
8. No error in openSDS logs"
